NAMELSAD,std_dev_all,std_dev_2,std_dev_3,std_dev_4,std_dev_5,std_dev_6,std_dev_7,std_dev_8,std_dev_9,std_dev_10,std_dev_11,std_dev_12,std_dev_13,std_dev_14,std_dev_15,avg_std_dev_2_to_4
"Wheeling, WV-OH Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Wichita Falls, TX Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Wichita, KS Metro Area",0.14840632963827383,0.1552883342351573,0.14840632963827383,,,,,,,,,,,,,0.0
"Williamsport, PA Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Wilmington, NC Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Winchester, VA-WV Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Winston-Salem, NC Metro Area",0.08059459614301767,0.03525663358058162,0.08059459614301767,,,,,,,,,,,,,0.0
"Worcester, MA-CT Metro Area",0.08840665990079011,0.049831406551059776,0.08840665990079011,,,,,,,,,,,,,0.0
"Yakima, WA Metro Area",0.2488887227503198,0.15059729644765796,0.19800959853514344,0.2488887227503198,,,,,,,,,,,,0.1991652059110404
"York-Hanover, PA Metro Area",0.11791705258824736,0.11791705258824736,,,,,,,,,,,,,,0.0
"Youngstown-Warren-Boardman, OH-PA Metro Area",0.4514716744559685,0.2950199573006591,0.2786768814455822,0.28501068886438785,0.3083966817856648,0.3386497590335954,0.36643077176110095,0.3925270686241116,0.41401033174521584,0.433526564437669,0.4514716744559685,,,,,0.2862358425368764
"Yuba City, CA Metro Area",0.2733133710791985,0.28332137982092864,0.2733133710791985,,,,,,,,,,,,,0.0
"Yuma, AZ Metro Area",0.0,,,,,,,,,,,,,,,0.0
