NAMELSAD,std_dev_all,std_dev_2,std_dev_3,std_dev_4,std_dev_5,std_dev_6,std_dev_7,std_dev_8,std_dev_9,std_dev_10,std_dev_11,std_dev_12,std_dev_13,std_dev_14,std_dev_15,avg_std_dev_2_to_4
"Richmond, VA Metro Area",0.5284,0.6971,0.471,0.5284,,,,,,,,,,,,0.5724
"Riverside-San Bernardino-Ontario, CA Metro Area",0.8032,1.4144,1.552,1.3542,1.2537,0.9604,0.82,0.755,0.7269,0.7169,0.7159,0.7196,0.7247,0.7318,0.7396,1.4399
"Roanoke, VA Metro Area",,,,,,,,,,,,,,,,
"Rochester, MN Metro Area",,,,,,,,,,,,,,,,
"Rochester, NY Metro Area",0.5088,0.0506,0.1767,0.3586,0.5088,,,,,,,,,,,0.1863
"Rockford, IL Metro Area",0.3125,0.3125,,,,,,,,,,,,,,
"Rocky Mount, NC Metro Area",0.3127,0.3127,,,,,,,,,,,,,,
"Rome, GA Metro Area",,,,,,,,,,,,,,,,
"Sacramento-Roseville-Folsom, CA Metro Area",0.9391,0.8566,0.6615,0.7091,0.7544,0.7853,0.8206,0.8514,0.8755,0.8947,0.9095,0.922,0.931,0.9391,,0.7484
"Saginaw, MI Metro Area",0.0557,0.0557,,,,,,,,,,,,,,
"Salem, OR Metro Area",0.6738,0.2353,0.3085,0.4596,0.58,0.6738,,,,,,,,,,0.3282
"Salinas, CA Metro Area",0.9701,0.6761,0.7234,0.7985,0.8675,0.9099,0.9437,0.9685,0.9701,,,,,,,0.7291
"Salisbury, MD-DE Metro Area",0.6107,0.1564,0.2933,0.471,0.6107,,,,,,,,,,,0.2976
"Salt Lake City, UT Metro Area",0.5191,1.3653,0.7063,0.5273,0.5191,,,,,,,,,,,0.8947
"San Angelo, TX Metro Area",,,,,,,,,,,,,,,,
"San Antonio-New Braunfels, TX Metro Area",0.5627,0.9148,0.5528,0.5192,0.5627,,,,,,,,,,,0.6763
"San Diego-Chula Vista-Carlsbad, CA Metro Area",1.0104,0.4405,0.5865,0.7342,0.8088,0.8662,0.9123,0.9396,0.9511,0.9602,0.9682,0.9757,0.982,0.9877,0.9927,0.5782
"San Francisco-Oakland-Berkeley, CA Metro Area",0.7902,0.2712,0.3422,0.4618,0.5718,0.6632,0.7348,0.7902,,,,,,,,0.3529
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",0.9069,0.7771,0.8202,0.7404,0.7553,0.7876,0.8189,0.8472,0.8717,0.8912,0.9069,,,,,0.7796
"San Luis Obispo-Paso Robles, CA Metro Area",0.9787,1.6448,1.2233,0.9787,,,,,,,,,,,,1.3036
"Santa Cruz-Watsonville, CA Metro Area",1.3646,1.3646,,,,,,,,,,,,,,
"Santa Fe, NM Metro Area",,,,,,,,,,,,,,,,
"Santa Maria-Santa Barbara, CA Metro Area",0.7321,1.2365,1.4045,0.8854,0.7321,,,,,,,,,,,1.1818
"Santa Rosa-Petaluma, CA Metro Area",0.775,0.6844,0.8473,0.7918,0.7586,0.775,,,,,,,,,,0.7699
"Savannah, GA Metro Area",,,,,,,,,,,,,,,,
"Scranton--Wilkes-Barre, PA Metro Area",0.6166,1.6035,1.1127,0.6166,,,,,,,,,,,,1.1408
"Seattle-Tacoma-Bellevue, WA Metro Area",0.8766,0.2529,0.2993,0.4458,0.5691,0.6673,0.7418,0.7989,0.8425,0.8766,,,,,,0.3275
"Sebastian-Vero Beach, FL Metro Area",0.3675,0.3675,,,,,,,,,,,,,,
"Sebring-Avon Park, FL Metro Area",,,,,,,,,,,,,,,,
"Sheboygan, WI Metro Area",,,,,,,,,,,,,,,,
"Sherman-Denison, TX Metro Area",,,,,,,,,,,,,,,,
"Shreveport-Bossier City, LA Metro Area",,,,,,,,,,,,,,,,
"Sierra Vista-Douglas, AZ Metro Area",,,,,,,,,,,,,,,,
"Sioux City, IA-NE-SD Metro Area",0.2819,0.2819,,,,,,,,,,,,,,
"Sioux Falls, SD Metro Area",,,,,,,,,,,,,,,,
"South Bend-Mishawaka, IN-MI Metro Area",,,,,,,,,,,,,,,,
"Spartanburg, SC Metro Area",0.1412,0.1412,,,,,,,,,,,,,,
"Spokane-Spokane Valley, WA Metro Area",0.2568,0.1724,0.2568,,,,,,,,,,,,,
"Springfield, IL Metro Area",,,,,,,,,,,,,,,,
"Springfield, MA Metro Area",0.6612,0.729,0.6052,0.6315,0.6612,,,,,,,,,,,0.6591
"Springfield, MO Metro Area",0.1199,0.1199,,,,,,,,,,,,,,
"Springfield, OH Metro Area",0.4133,0.4133,,,,,,,,,,,,,,
"St. Cloud, MN Metro Area",,,,,,,,,,,,,,,,
"St. George, UT Metro Area",1.0165,1.0165,,,,,,,,,,,,,,
"St. Joseph, MO-KS Metro Area",0.0893,0.0893,,,,,,,,,,,,,,
"St. Louis, MO-IL Metro Area",0.9457,0.2508,0.3486,0.4714,0.5905,0.6821,0.7525,0.807,0.849,0.8816,0.9076,0.9285,0.9457,,,0.3504
"State College, PA Metro Area",,,,,,,,,,,,,,,,
"Stockton, CA Metro Area",0.5296,0.9341,0.5659,0.5296,,,,,,,,,,,,0.6909
"Syracuse, NY Metro Area",0.3763,0.0615,0.1981,0.3763,,,,,,,,,,,,0.2027
"Tallahassee, FL Metro Area",0.2195,0.2195,,,,,,,,,,,,,,
"Tampa-St. Petersburg-Clearwater, FL Metro Area",0.8803,1.1086,1.1422,0.8683,0.7883,0.7707,0.7594,0.7667,0.781,0.7968,0.8127,0.8276,0.8406,0.8521,0.8625,1.045
"Terre Haute, IN Metro Area",0.1869,0.1869,,,,,,,,,,,,,,
"Texarkana, TX-AR Metro Area",,,,,,,,,,,,,,,,
"Toledo, OH Metro Area",0.5916,0.4751,0.6074,0.5916,,,,,,,,,,,,0.5536
"Topeka, KS Metro Area",0.1643,0.1643,,,,,,,,,,,,,,
"Trenton-Princeton, NJ Metro Area",0.4607,0.4607,,,,,,,,,,,,,,
"Tucson, AZ Metro Area",0.5837,0.7577,0.4845,0.5108,0.5837,,,,,,,,,,,0.5937
"Tulsa, OK Metro Area",0.1864,0.0847,0.1864,,,,,,,,,,,,,
"Tuscaloosa, AL Metro Area",,,,,,,,,,,,,,,,
"Twin Falls, ID Metro Area",0.3433,0.3433,,,,,,,,,,,,,,
"Tyler, TX Metro Area",,,,,,,,,,,,,,,,
"Utica-Rome, NY Metro Area",0.3093,0.3093,,,,,,,,,,,,,,
"Valdosta, GA Metro Area",,,,,,,,,,,,,,,,
"Vallejo, CA Metro Area",0.7439,0.8301,0.8446,0.764,0.7439,,,,,,,,,,,0.8143
"Victoria, TX Metro Area",,,,,,,,,,,,,,,,
"Vineland-Bridgeton, NJ Metro Area",,,,,,,,,,,,,,,,
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",0.7007,1.6522,0.7127,0.478,0.4593,0.4934,0.5337,0.575,0.6132,0.6466,0.6754,0.7007,,,,0.9876
"Visalia, CA Metro Area",0.7725,1.4487,1.2571,1.0129,0.8247,0.7725,,,,,,,,,,1.2524
"Waco, TX Metro Area",,,,,,,,,,,,,,,,
"Walla Walla, WA Metro Area",0.6402,0.6402,,,,,,,,,,,,,,
"Warner Robins, GA Metro Area",,,,,,,,,,,,,,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",0.9583,0.7764,0.6778,0.7203,0.7707,0.7958,0.8236,0.8479,0.8676,0.8858,0.9014,0.9146,0.9261,0.9357,0.9442,0.7275
"Waterloo-Cedar Falls, IA Metro Area",1.3002,1.3002,,,,,,,,,,,,,,
"Watertown-Fort Drum, NY Metro Area",0.5574,0.5574,,,,,,,,,,,,,,
"Wausau-Weston, WI Metro Area",,,,,,,,,,,,,,,,
"Weirton-Steubenville, WV-OH Metro Area",0.6457,1.582,0.6457,,,,,,,,,,,,,
"Wenatchee, WA Metro Area",,,,,,,,,,,,,,,,
"Wheeling, WV-OH Metro Area",0.1831,0.1831,,,,,,,,,,,,,,
"Wichita Falls, TX Metro Area",,,,,,,,,,,,,,,,
"Wichita, KS Metro Area",0.3424,0.3106,0.3424,,,,,,,,,,,,,
"Williamsport, PA Metro Area",,,,,,,,,,,,,,,,
"Wilmington, NC Metro Area",,,,,,,,,,,,,,,,
"Winchester, VA-WV Metro Area",,,,,,,,,,,,,,,,
"Winston-Salem, NC Metro Area",0.186,0.0705,0.186,,,,,,,,,,,,,
"Worcester, MA-CT Metro Area",0.204,0.0997,0.204,,,,,,,,,,,,,
"Yakima, WA Metro Area",0.5952,0.3012,0.4569,0.5952,,,,,,,,,,,,0.4421
"York-Hanover, PA Metro Area",0.2358,0.2358,,,,,,,,,,,,,,
"Youngstown-Warren-Boardman, OH-PA Metro Area",0.9052,0.59,0.643,0.6816,0.7341,0.7844,0.8291,0.8598,0.8846,0.9052,,,,,,0.6353
"Yuba City, CA Metro Area",0.6306,0.5666,0.6306,,,,,,,,,,,,,
"Yuma, AZ Metro Area",,,,,,,,,,,,,,,,
