NAMELSAD,std_dev_all,std_dev_2,std_dev_3,std_dev_4,std_dev_5,std_dev_6,std_dev_7,std_dev_8,std_dev_9,std_dev_10,std_dev_11,std_dev_12,std_dev_13,std_dev_14,std_dev_15,avg_std_dev_2_to_4,count_centers
"Norwich-New London, CT Metro Area",0.08635448812558699,0.08635448812558699,,,,,,,,,,,,,,0.0,2
"Ocala, FL Metro Area",0.10434754902741716,0.10434754902741716,,,,,,,,,,,,,,0.0,2
"Odessa, TX Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Ogden-Clearfield, UT Metro Area",0.31085089738411464,0.15939522261652705,0.20721705162007276,0.2638295884569555,0.31085089738411464,,,,,,,,,,,0.21014728756451842,5
"Oklahoma City, OK Metro Area",0.4378676494009385,0.6735225261234512,0.31986296280072635,0.25277802856783027,0.2544365860283222,0.2752650887157674,0.30116669250992345,0.32403463076415606,0.3467847965358354,0.3679173902245103,0.3873223950129828,0.4054764437661814,0.42233383622164944,0.4378676494009385,,0.4153878391640026,14
"Olympia-Lacey-Tumwater, WA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Omaha-Council Bluffs, NE-IA Metro Area",0.33472865823538167,0.07592094895789481,0.12826576009288804,0.19739157637371452,0.24959845223115007,0.2953332426618075,0.33472865823538167,,,,,,,,,0.13385942847483245,7
"Orlando-Kissimmee-Sanford, FL Metro Area",0.32286036001944485,0.7436141199969271,0.7474291816547644,0.5442956178221181,0.3951663027152862,0.3352984649390386,0.3079167118029126,0.3033274674661962,0.3066531839216685,0.31387696919856933,0.32286036001944485,,,,,0.6784463064912698,11
"Oshkosh-Neenah, WI Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Owensboro, KY Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0.09733749441637685,0.04908280271432863,0.09733749441637707,,,,,,,,,,,,,0.0,3
"Palm Bay-Melbourne-Titusville, FL Metro Area",0.39985352801401897,0.411522633744856,0.3922405719919463,0.3842125423830147,0.39985352801401897,,,,,,,,,,,0.395991916039939,5
"Parkersburg-Vienna, WV Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Pensacola-Ferry Pass-Brent, FL Metro Area",0.13039001297351205,0.11788832389906934,0.13039001297351205,,,,,,,,,,,,,0.0,3
"Peoria, IL Metro Area",0.17300145403764267,0.07676635174925694,0.10890205162140687,0.17300145403764267,,,,,,,,,,,,0.11955661913610216,4
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0.5436603656932186,0.3158590107466883,0.18396257171655495,0.20162149275078733,0.2391042320025103,0.27779192699661737,0.31362850575923906,0.3457042534395637,0.37428386934271785,0.39962942020939385,0.4223394042596359,0.44278126506267623,0.46125968924876615,0.4780679152374845,0.49342074726451657,0.23381435840467688,19
"Phoenix-Mesa-Chandler, AZ Metro Area",0.55639531822613,0.5006486660212668,0.3908183055070339,0.4015836205266855,0.40367646255555933,0.3879036800729825,0.38639062837416094,0.3939469096316768,0.40608637722377094,0.4196755307880712,0.4326415006594512,0.4455660987513137,0.4583452571454296,0.4706461088838365,0.48243563307310056,0.4310168640183287,23
"Pine Bluff, AR Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Pittsburgh, PA Metro Area",0.5447686319648755,0.38592265018506633,0.2841452390731414,0.2828289817374079,0.3001736116537279,0.3220751064769396,0.3477378836390975,0.37192764622751584,0.394848700870684,0.416127245246395,0.4355581032932172,0.45347260488251406,0.46997362344114857,0.48515641720077785,0.499177277061591,0.31763229033187185,19
"Pittsfield, MA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Pocatello, ID Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Port St. Lucie, FL Metro Area",0.24056526018569424,0.224105461393597,0.19824197209605077,0.24056526018569424,,,,,,,,,,,,0.22097089789178068,4
"Portland-South Portland, ME Metro Area",0.1007319485657765,0.1007319485657765,,,,,,,,,,,,,,0.0,2
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0.4799202727402262,0.324144835171033,0.2310202670100957,0.2431444402849664,0.2763394555973653,0.3110186876871739,0.34379097364506805,0.37352745562144674,0.3999611109501999,0.4233248195885617,0.44407993840176674,0.462908983217466,0.4799202727402262,,,0.2661031808220317,13
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",0.11745766602779628,0.9971048416902797,0.9647554969208239,0.25851453911937106,0.11745766602779628,,,,,,,,,,,0.7401249592434915,5
"Prescott Valley-Prescott, AZ Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Providence-Warwick, RI-MA Metro Area",0.41005860259342675,0.5246781649187335,0.5264423556409513,0.4380096729545967,0.3969755519732111,0.37136658649835785,0.36731552466201056,0.3747290536351221,0.38669692248337706,0.39781867438122454,0.41005860259342675,,,,,0.4963767311714271,11
"Provo-Orem, UT Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Pueblo, CO Metro Area",0.30630186392944336,0.21005943016955075,0.25428749409520546,0.2772396103456164,0.30630186392944336,,,,,,,,,,,0.24719551153679087,5
"Punta Gorda, FL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Racine, WI Metro Area",0.08909479686386312,0.08909479686386312,,,,,,,,,,,,,,0.0,2
"Raleigh-Cary, NC Metro Area",0.3763923240068773,0.13776795098058658,0.15751136777562902,0.2078881791464583,0.25985009811806037,0.3047477302369933,0.34361578902973056,0.3763923240068773,,,,,,,,0.1677224993008913,8
"Rapid City, SD Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Reading, PA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Redding, CA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Reno, NV Metro Area",0.22912670188758066,0.9434161232135424,0.22912670188758066,,,,,,,,,,,,,0.0,3
"Richmond, VA Metro Area",0.042287269945551875,0.042287269945551875,,,,,,,,,,,,,,0.0,2
"Riverside-San Bernardino-Ontario, CA Metro Area",0.6023425041456754,0.6495499477276397,0.45852748611414995,0.3627075141435574,0.34877585517056453,0.3466167333479647,0.3522433829419822,0.36501042708884124,0.3802893988160433,0.3955124491870491,0.4109789139849864,0.4257941994013321,0.43982948429214574,0.453035808775372,0.46539066450587685,0.49026164932844907,33
"Roanoke, VA Metro Area",0.09371882716554103,0.09371882716554103,,,,,,,,,,,,,,0.0,2
"Rochester, MN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Rochester, NY Metro Area",0.07125659635307269,0.016666479550021873,0.07125659635307269,,,,,,,,,,,,,0.0,3
"Rockford, IL Metro Area",0.20661761712187576,0.11419611051456424,0.15081691666195007,0.20661761712187576,,,,,,,,,,,,0.15721021476613004,4
"Rocky Mount, NC Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Rome, GA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Sacramento-Roseville-Folsom, CA Metro Area",0.5264595991998069,0.4736589319484886,0.3872886738320751,0.3561222249416057,0.35970199840269,0.376576275818306,0.3962263463239045,0.4075240650375328,0.4204307601920797,0.43425262584402247,0.44788317827348245,0.46029790402719617,0.47245371714149675,0.48425955556905464,0.49557364472790255,0.40568994357405647,18
"Saginaw, MI Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Salem, OR Metro Area",0.2696509109960773,0.1489714809800411,0.17457534563124666,0.2239114408241265,0.2696509109960773,,,,,,,,,,,0.1824860891451381,5
"Salinas, CA Metro Area",0.14242362766153605,0.10560870710085135,0.14242362766153616,,,,,,,,,,,,,0.0,3
"Salisbury, MD-DE Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Salt Lake City, UT Metro Area",0.3915472581334697,0.3421801544000881,0.28365346237524025,0.3118438681587026,0.34211403564201015,0.36643568918728,0.3915472581334697,,,,,,,,,0.31255916164467695,7
"San Angelo, TX Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"San Antonio-New Braunfels, TX Metro Area",0.5537378811775072,0.3807331161542884,0.31693219685997165,0.31248315348344613,0.3266997713774026,0.3519313889399509,0.37578803418443507,0.397960677183244,0.4187852393701962,0.43726977064513484,0.45471533785119433,0.47072900126986883,0.4856047679284643,0.4994697935056355,0.511992328245771,0.33671615549923545,19
"San Diego-Chula Vista-Carlsbad, CA Metro Area",0.5714625145573793,0.3715128208612466,0.3744489924186839,0.3915941909760111,0.4219957743320927,0.44738109903140577,0.4461072753444527,0.447910937116769,0.45349703737434677,0.4624642147068385,0.47212886291321376,0.4825096274708385,0.49301602259595945,0.5032176649117199,0.5132577768355786,0.3791853347519805,22
"San Francisco-Oakland-Berkeley, CA Metro Area",0.47637134363595257,0.06375883034428786,0.09847134463263973,0.1658614685030193,0.22637215713613346,0.27648372283034606,0.3188721638170313,0.3549189430741436,0.3859703370748164,0.4127823866563979,0.43645740486803686,0.4575086298561969,0.47637134363595257,,,0.1093638811599823,13
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",0.465130762236185,0.6791046456639719,0.46991936269847645,0.3964579695243202,0.3957310426889592,0.3972863683883483,0.40991425926481695,0.4194397410057068,0.4321149457153174,0.44498045192541813,0.45752183482210573,0.465130762236185,,,,0.5151606592955895,12
"Santa Cruz-Watsonville, CA Metro Area",0.42341621621621617,0.42341621621621617,,,,,,,,,,,,,,0.0,2
"Santa Fe, NM Metro Area",0.238924287076424,0.4744628256322495,0.24281583708032817,0.238924287076424,,,,,,,,,,,,0.3187343165963339,4
"Santa Maria-Santa Barbara, CA Metro Area",0.4077719487333047,0.7619741395010017,0.4675892800425766,0.4077719487333047,,,,,,,,,,,,0.5457784560922944,4
"Santa Rosa-Petaluma, CA Metro Area",0.18852948417215432,0.06674402837175342,0.11920058946653855,0.18852948417215432,,,,,,,,,,,,0.12482470067014877,4
"Savannah, GA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Scranton--Wilkes-Barre, PA Metro Area",0.5520636615693852,0.5260781599403684,0.5520636615693852,,,,,,,,,,,,,0.0,3
"Seattle-Tacoma-Bellevue, WA Metro Area",0.27893329737218475,0.058763595718154815,0.10324313468020574,0.16907495386788773,0.22866220779848656,0.27893329737218475,,,,,,,,,,0.11036056142208277,6
"Sebastian-Vero Beach, FL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Sebring-Avon Park, FL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Sheboygan, WI Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Shreveport-Bossier City, LA Metro Area",0.1339462381159211,0.1339462381159211,,,,,,,,,,,,,,0.0,2
"Sierra Vista-Douglas, AZ Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Sioux City, IA-NE-SD Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Sioux Falls, SD Metro Area",0.16892365401387988,0.13345430978613093,0.16892365401387988,,,,,,,,,,,,,0.0,3
"South Bend-Mishawaka, IN-MI Metro Area",0.3314609862230722,0.1562699323893354,0.19660427218418497,0.24191879163581953,0.2890281556262534,0.3314609862230722,,,,,,,,,,0.19826433206977997,6
"Spartanburg, SC Metro Area",0.11346488682530476,0.11346488682530476,,,,,,,,,,,,,,0.0,2
"Spokane-Spokane Valley, WA Metro Area",0.10875784725513471,0.05762263318736016,0.10875784725513471,,,,,,,,,,,,,0.0,3
"Springfield, IL Metro Area",0.14727424764729513,0.12009954429397884,0.14727424764729524,,,,,,,,,,,,,0.0,3
"Springfield, MA Metro Area",0.312069388958903,0.21667154481063045,0.23049521331296496,0.2452089297464457,0.2774288277278403,0.3120693889589029,,,,,,,,,,0.23079189595668037,6
"Springfield, MO Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Springfield, OH Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"St. Cloud, MN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"St. George, UT Metro Area",0.5082415351720031,0.5082415351720031,,,,,,,,,,,,,,0.0,2
"St. Joseph, MO-KS Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
