NAMELSAD,std_dev_all,std_dev_2,std_dev_3,std_dev_4,std_dev_5,std_dev_6,std_dev_7,std_dev_8,std_dev_9,std_dev_10,std_dev_11,std_dev_12,std_dev_13,std_dev_14,std_dev_15,avg_std_dev_2_to_4
"Pensacola-Ferry Pass-Brent, FL Metro Area",1.0,,,,,,,,,,,,,,,
"Peoria, IL Metro Area",1.0,,,,,,,,,,,,,,,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0.16917701927787476,0.31258693817233285,0.16917701927787476,,,,,,,,,,,,,
"Phoenix-Mesa-Chandler, AZ Metro Area",0.422699187796744,0.5113572675303047,0.39693658235430684,0.4063129859401732,0.4068720515078825,0.3892068901045864,0.3865249325017388,0.3896815418589862,0.39910373080775174,0.41091540578880914,0.422699187796744,,,,,0.4382022786082616
"Pine Bluff, AR Metro Area",1.0,,,,,,,,,,,,,,,
"Pittsburgh, PA Metro Area",0.3603182158566046,0.38592265018506633,0.2841452390731414,0.2880234888270089,0.29206686860048614,0.3127106417919421,0.3367703273539494,0.3603182158566046,,,,,,,,0.3193637926950722
"Pittsfield, MA Metro Area",1.0,,,,,,,,,,,,,,,
"Pocatello, ID Metro Area",1.0,,,,,,,,,,,,,,,
"Port St. Lucie, FL Metro Area",1.0,,,,,,,,,,,,,,,
"Portland-South Portland, ME Metro Area",1.0,,,,,,,,,,,,,,,
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0.3351174956365184,0.24837533425168135,0.19526291532514473,0.2207855324679291,0.261037016063012,0.3003130740649842,0.3351174956365184,,,,,,,,,0.2214745940149184
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",0.734262265011397,0.9640452214740224,0.734262265011397,,,,,,,,,,,,,
"Prescott Valley-Prescott, AZ Metro Area",1.0,,,,,,,,,,,,,,,
"Providence-Warwick, RI-MA Metro Area",0.3519290124363259,0.552769355667114,0.5370291515556473,0.43902358115953444,0.3519290124363259,,,,,,,,,,,0.5096073627940986
"Provo-Orem, UT Metro Area",1.0,,,,,,,,,,,,,,,
