NAMELSAD,beta_all,beta_top_2,beta_top_3,beta_top_4,beta_top_5,beta_top_6,beta_top_7,beta_top_8,beta_top_9,beta_top_10,beta_top_11,beta_top_12,beta_top_13,beta_top_14,beta_top_15,avg_beta_2_to_4,count_centers
"Naples-Marco Island, FL Metro Area",-0.8002227609612662,-0.5800023130467616,-0.8002227609612668,,,,,,,,,,,,,,3
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",-1.6409639501850157,-5.671366046607904,-1.1481921927034144,-0.9427392803215622,-1.0824249175002476,-1.1890598857840282,-1.3330618587952174,-1.484638409241457,-1.640963950185017,,,,,,,-2.5874325065442934,9
"New Bern, NC Metro Area",,,,,,,,,,,,,,,,,1
"New Haven-Milford, CT Metro Area",-0.569739531895609,-0.8025099813783046,-0.569739531895609,,,,,,,,,,,,,,3
"New Orleans-Metairie, LA Metro Area",-1.5034825453850782,-0.6870296008587038,-0.9817801559355325,-1.064892798192564,-1.1842534460526526,-1.3418436394642013,-1.5034825453850786,,,,,,,,,-0.9112341849956,7
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",-5.8913165487209165,-1.8813680385887,-1.1394086591043981,-1.089686676444716,-1.216528442737125,-1.3737564270073501,-1.519662081055729,-1.6773701523551994,-1.8477442225539344,-2.0246350679178673,-2.1920257161538315,-2.364347837012117,-2.5074374491423264,-2.6604457200964466,-2.810767526519977,-1.3701544580459382,35
"Niles, MI Metro Area",-0.5473262325249789,-0.5473262325249789,,,,,,,,,,,,,,,2
"North Port-Sarasota-Bradenton, FL Metro Area",-0.7003961130238112,-0.7214425456963036,-0.7003961130238112,,,,,,,,,,,,,,3
"Norwich-New London, CT Metro Area",-0.4082808335610818,-0.4082808335610818,,,,,,,,,,,,,,,2
"Ocala, FL Metro Area",,,,,,,,,,,,,,,,,1
"Odessa, TX Metro Area",,,,,,,,,,,,,,,,,1
"Ogden-Clearfield, UT Metro Area",-1.4303237072671404,-0.5445530178998226,-0.816826775616235,-1.1121764289049998,-1.4303237072671462,,,,,,,,,,,-0.8245187408070191,5
"Oklahoma City, OK Metro Area",-1.8213795147147085,-2.5301477392544136,-0.6448250718462997,-0.8280569944115153,-1.0220015687035537,-1.2196127160103476,-1.4185947242507857,-1.619357905872195,-1.8213795147147107,,,,,,,-1.3343432685040761,9
"Olympia-Lacey-Tumwater, WA Metro Area",,,,,,,,,,,,,,,,,1
"Omaha-Council Bluffs, NE-IA Metro Area",-0.48327277432816573,-0.330558263017329,-0.4832727743281665,,,,,,,,,,,,,,3
"Orlando-Kissimmee-Sanford, FL Metro Area",-2.2264051078591107,-3.3757207439657524,-5.018013470621601,-1.2848840471238636,-1.3876959395351267,-1.598088067124809,-1.7443606948220998,-1.89303466356031,-2.0613515431859586,-2.226405107859108,,,,,,-3.2262060872370726,10
"Oshkosh-Neenah, WI Metro Area",,,,,,,,,,,,,,,,,1
"Owensboro, KY Metro Area",,,,,,,,,,,,,,,,,1
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",,,,,,,,,,,,,,,,,1
"Palm Bay-Melbourne-Titusville, FL Metro Area",-2.2184398639522858,-1.1262640460970834,-1.5706613581353701,-1.8643944993109833,-2.218439863952281,,,,,,,,,,,-1.5204399678478122,5
"Parkersburg-Vienna, WV Metro Area",,,,,,,,,,,,,,,,,1
"Pensacola-Ferry Pass-Brent, FL Metro Area",-0.46772301685686307,-0.46772301685686307,,,,,,,,,,,,,,,2
"Peoria, IL Metro Area",-0.5437286734391729,-0.38956148753699965,-0.5437286734391729,,,,,,,,,,,,,,3
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",-1.761738439107959,-0.8677095763365197,-0.4196041635234795,-0.5320795331069925,-0.6522511523308979,-0.7754735028887236,-0.906984419119271,-1.0388937972682752,-1.1749074727703392,-1.314407303266327,-1.460204418918288,-1.606574042523697,-1.7617384391079578,,,-0.6064644243223306,13
"Phoenix-Mesa-Chandler, AZ Metro Area",-4.055441475870959,-1.4453985743295572,-1.5268685920255476,-1.9402317600316623,-2.2481449327117957,-1.982542645708961,-1.9545789498508017,-2.056732146192876,-2.2180733820441465,-2.395324366977112,-2.5344494101683903,-2.69027078209957,-2.858360557552248,-3.0288991295741226,-3.2047143864695435,-1.6374996421289225,20
"Pine Bluff, AR Metro Area",,,,,,,,,,,,,,,,,1
"Pittsburgh, PA Metro Area",-3.174795459867479,-1.0502896345859805,-1.0580396716911595,-1.2265898286174193,-1.3722070278312508,-1.4789292903446847,-1.650663746591424,-1.8118715423116143,-1.9796853140709936,-2.1595862096401097,-2.344848382395869,-2.532388524410832,-2.718218906868183,-2.886420793923504,-3.03625092168082,-1.1116397116315198,16
"Pittsfield, MA Metro Area",,,,,,,,,,,,,,,,,1
"Pocatello, ID Metro Area",,,,,,,,,,,,,,,,,1
"Port St. Lucie, FL Metro Area",-0.817185078556308,-0.6686107513223997,-0.8171850785563078,,,,,,,,,,,,,,3
"Portland-South Portland, ME Metro Area",,,,,,,,,,,,,,,,,1
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",-1.9447757366016662,-0.8876541887852363,-0.8453906711246229,-0.9585317666926826,-1.1330015384278567,-1.3258018788489558,-1.5265835683783326,-1.7346500031033598,-1.9447757366016702,,,,,,,-0.8971922088675139,9
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",-0.6505383387911543,-344.90401370622925,-40.72788465438073,-0.6505383387911544,,,,,,,,,,,,-128.7608122331337,4
"Prescott Valley-Prescott, AZ Metro Area",,,,,,,,,,,,,,,,,1
"Providence-Warwick, RI-MA Metro Area",-1.75833004888718,-1.550459173868573,-2.277851542836748,-2.0274223105849867,-1.2978011276652395,-1.4124338197781967,-1.4922921784582321,-1.6274256348865186,-1.7583300488871787,,,,,,,-1.9519110090967693,9
"Provo-Orem, UT Metro Area",,,,,,,,,,,,,,,,,1
"Pueblo, CO Metro Area",-1.027228486437627,-0.6408757798269346,-0.8283749169384063,-1.027228486437627,,,,,,,,,,,,-0.8321597277343226,4
"Punta Gorda, FL Metro Area",,,,,,,,,,,,,,,,,1
"Racine, WI Metro Area",-0.41355563533033723,-0.41355563533033723,,,,,,,,,,,,,,,2
"Raleigh-Cary, NC Metro Area",-1.2271433899379813,-0.3920756081004411,-0.5878773767419297,-0.7995372902770166,-1.014215481801401,-1.2271433899379813,,,,,,,,,,-0.5931634250397958,6
"Rapid City, SD Metro Area",,,,,,,,,,,,,,,,,1
"Reading, PA Metro Area",,,,,,,,,,,,,,,,,1
"Redding, CA Metro Area",,,,,,,,,,,,,,,,,1
"Reno, NV Metro Area",-17.16802515183082,-17.168025151830836,,,,,,,,,,,,,,,2
"Richmond, VA Metro Area",-0.316128644599253,-0.316128644599253,,,,,,,,,,,,,,,2
"Riverside-San Bernardino-Ontario, CA Metro Area",-5.939692894201125,-2.3176284586014546,-1.8140839635139496,-1.6249923388068912,-1.8431314384976933,-1.997321964061461,-2.128991382713631,-2.321588128769556,-2.508831455456371,-2.711809682408549,-2.9233381206996554,-3.125207188657887,-3.3197268829465525,-3.5224995388571303,-3.7259310895239444,-1.9189015869740984,26
"Roanoke, VA Metro Area",,,,,,,,,,,,,,,,,1
"Rochester, MN Metro Area",,,,,,,,,,,,,,,,,1
"Rochester, NY Metro Area",-0.3652233382855621,-0.24423866695154053,-0.3652233382855622,,,,,,,,,,,,,,3
"Rockford, IL Metro Area",,,,,,,,,,,,,,,,,1
"Rocky Mount, NC Metro Area",,,,,,,,,,,,,,,,,1
"Rome, GA Metro Area",,,,,,,,,,,,,,,,,1
"Sacramento-Roseville-Folsom, CA Metro Area",-2.7238334262994166,-1.3382083923542587,-1.531204378879493,-1.6481410748570298,-1.8671640126206523,-1.7819516958970447,-1.8785966569744834,-2.0063657927147625,-2.111170224645237,-2.2380345200849194,-2.389494263791076,-2.552833647431471,-2.723833426299417,,,-1.5058512820302603,13
"Saginaw, MI Metro Area",,,,,,,,,,,,,,,,,1
"Salem, OR Metro Area",-0.8430983581171887,-0.43793912851013567,-0.6398592906824101,-0.8430983581171902,,,,,,,,,,,,-0.640298925769912,4
"Salinas, CA Metro Area",,,,,,,,,,,,,,,,,1
"Salisbury, MD-DE Metro Area",,,,,,,,,,,,,,,,,1
"Salt Lake City, UT Metro Area",-0.9692409069109461,-0.9324723016477606,-0.9692409069109476,,,,,,,,,,,,,,3
"San Angelo, TX Metro Area",,,,,,,,,,,,,,,,,1
"San Antonio-New Braunfels, TX Metro Area",-2.514127423887845,-1.035564782578911,-1.2366809648682153,-1.4148643862947008,-1.292864970562479,-1.4310724502513266,-1.605118300009667,-1.793019322403052,-1.9872883700461446,-2.18520897922189,-2.386180818144167,-2.5141274238878415,,,,-1.2290367112472758,12
"San Diego-Chula Vista-Carlsbad, CA Metro Area",-4.18243342807217,-1.0099256458435026,-1.4682102198999134,-1.9012634780956583,-2.3520730965583687,-2.8211683844905955,-2.7618399139703986,-2.7330296365001825,-2.7824171897558667,-2.891263462178772,-3.0544956952796927,-3.2403322699711277,-3.431985797249471,-3.627764363661318,-3.812271678040072,-1.4597997812796912,17
"San Francisco-Oakland-Berkeley, CA Metro Area",-0.9301658921195064,-0.3632866059119769,-0.501596723884334,-0.6449518855031968,-0.7850667866109196,-0.9301658921195067,,,,,,,,,,-0.5032784050998359,6
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",-2.8278909908334486,-2.5841125670601888,-1.8667974858837821,-1.6291311277399672,-1.7870424255750803,-2.044422419784837,-2.3213649731695054,-2.6089466387885247,-2.827890990833453,,,,,,,-2.0266803935613127,9
"Santa Cruz-Watsonville, CA Metro Area",-1.1636030265044557,-1.1636030265044557,,,,,,,,,,,,,,,2
"Santa Fe, NM Metro Area",-0.9206487753662989,-1.3412520707232938,-0.7306846835633586,-0.9206487753662992,,,,,,,,,,,,-0.9975285098843171,4
"Santa Maria-Santa Barbara, CA Metro Area",-1.797483137401386,-3.6785984744138993,-1.7974831374013862,,,,,,,,,,,,,,3
"Santa Rosa-Petaluma, CA Metro Area",-0.5540761068081502,-0.3694275845660116,-0.5540761068081502,,,,,,,,,,,,,,3
"Savannah, GA Metro Area",,,,,,,,,,,,,,,,,1
"Scranton--Wilkes-Barre, PA Metro Area",-2.3352233583212643,-1.556891579685116,-2.335223358321257,,,,,,,,,,,,,,3
"Seattle-Tacoma-Bellevue, WA Metro Area",-0.6902944296346358,-0.3528291756740668,-0.5199916181355855,-0.6902944296346364,,,,,,,,,,,,-0.5210384078147628,4
"Sebastian-Vero Beach, FL Metro Area",,,,,,,,,,,,,,,,,1
"Sebring-Avon Park, FL Metro Area",,,,,,,,,,,,,,,,,1
"Sheboygan, WI Metro Area",,,,,,,,,,,,,,,,,1
"Shreveport-Bossier City, LA Metro Area",,,,,,,,,,,,,,,,,1
"Sierra Vista-Douglas, AZ Metro Area",,,,,,,,,,,,,,,,,1
"Sioux City, IA-NE-SD Metro Area",,,,,,,,,,,,,,,,,1
"Sioux Falls, SD Metro Area",-0.7349724809003706,-0.49652528908666616,-0.7349724809003704,,,,,,,,,,,,,,3
"South Bend-Mishawaka, IN-MI Metro Area",-1.4497879947894075,-0.5387436321502962,-0.746437669908125,-0.9766496306577748,-1.2114606847883262,-1.449787994789407,,,,,,,,,,-0.7539436442387318,6
"Spartanburg, SC Metro Area",-0.45950352745299144,-0.45950352745299144,,,,,,,,,,,,,,,2
"Spokane-Spokane Valley, WA Metro Area",-0.5249011452422656,-0.35040508653165764,-0.5249011452422663,,,,,,,,,,,,,,3
"Springfield, IL Metro Area",-0.38177035125370556,-0.38177035125370556,,,,,,,,,,,,,,,2
"Springfield, MA Metro Area",-1.3056868675076112,-0.653862859072525,-0.9430526552112375,-1.004031004212265,-1.1391755832838881,-1.3056868675076074,,,,,,,,,,-0.8669821728320092,6
"Springfield, MO Metro Area",,,,,,,,,,,,,,,,,1
"Springfield, OH Metro Area",,,,,,,,,,,,,,,,,1
"St. Cloud, MN Metro Area",,,,,,,,,,,,,,,,,1
"St. George, UT Metro Area",-1.477544686326523,-1.477544686326523,,,,,,,,,,,,,,,2
"St. Joseph, MO-KS Metro Area",,,,,,,,,,,,,,,,,1
"St. Louis, MO-IL Metro Area",-0.7787495696878437,-0.32744320244300157,-0.4735316192208798,-0.6245816075158532,-0.7787495696878453,,,,,,,,,,,-0.4751854763932449,5
"State College, PA Metro Area",,,,,,,,,,,,,,,,,1
"Stockton, CA Metro Area",-2.0726678775177065,-3.392669193628763,-1.4458402286048206,-1.5490835402038237,-1.800397777420815,-2.0726678775177025,,,,,,,,,,-2.1291976541458024,6
"Syracuse, NY Metro Area",-0.325032858575195,-0.325032858575195,,,,,,,,,,,,,,,2
"Tallahassee, FL Metro Area",,,,,,,,,,,,,,,,,1
"Tampa-St. Petersburg-Clearwater, FL Metro Area",-2.918875365803639,-1.4500212593092632,-0.9252526146889003,-0.993587396573589,-1.160798549976061,-1.3502641626243927,-1.5472560831328295,-1.749687617509477,-1.9573490864995484,-2.1764268458062137,-2.394008786493072,-2.592866752887448,-2.7645419175762234,-2.9188753658036384,,-1.1229537568572507,14
"Terre Haute, IN Metro Area",,,,,,,,,,,,,,,,,1
"Texarkana, TX-AR Metro Area",,,,,,,,,,,,,,,,,1
"Toledo, OH Metro Area",-0.7337182579280079,-0.49112148226659824,-0.7337182579280078,,,,,,,,,,,,,,3
"Topeka, KS Metro Area",,,,,,,,,,,,,,,,,1
"Trenton-Princeton, NJ Metro Area",,,,,,,,,,,,,,,,,1
"Tucson, AZ Metro Area",-2.0868650661595614,-0.9310213407721599,-1.3872274201982988,-1.574163759216657,-1.8750073929569848,-1.9193749627160623,-1.976840906951776,-2.0868650661595614,,,,,,,,-1.297470840062372,8
"Tulsa, OK Metro Area",-1.942004538007926,-2.985490183287285,-4.261862480592087,-5.611537352769027,-1.6888617691679388,-1.7744303461444906,-1.9420045380079254,,,,,,,,,-4.286296672216133,7
"Tuscaloosa, AL Metro Area",,,,,,,,,,,,,,,,,1
"Tyler, TX Metro Area",,,,,,,,,,,,,,,,,1
"Utica-Rome, NY Metro Area",,,,,,,,,,,,,,,,,1
"Valdosta, GA Metro Area",,,,,,,,,,,,,,,,,1
"Vallejo, CA Metro Area",-0.5838277747094084,-0.4370145915477341,-0.583827774709408,,,,,,,,,,,,,,3
"Victoria, TX Metro Area",,,,,,,,,,,,,,,,,1
"Vineland-Bridgeton, NJ Metro Area",,,,,,,,,,,,,,,,,1
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",-2.5248534924345467,-3.7617268238550485,-3.128591681108179,-1.1366294057968478,-1.2584723860668272,-1.452177425806898,-1.6616923053293795,-1.8776604905005767,-2.096411241867729,-2.3135716649801896,-2.5248534924345467,,,,,-2.6756493035866917,11
"Visalia, CA Metro Area",-1.320283508201501,-1.320283508201501,,,,,,,,,,,,,,,2
"Waco, TX Metro Area",,,,,,,,,,,,,,,,,1
"Walla Walla, WA Metro Area",-0.8778429264878782,-0.8778429264878782,,,,,,,,,,,,,,,2
"Warner Robins, GA Metro Area",,,,,,,,,,,,,,,,,1
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",-4.748716788069793,-0.8029880556016717,-1.1858281483425883,-1.3417253223423298,-1.5586282538705185,-1.7552086797178494,-1.9153408027299252,-2.0773158287375084,-2.231378018933416,-2.374027301044945,-2.533203365954438,-2.6939421764779405,-2.867516520138941,-3.0463081656303377,-3.2299959432557896,-1.1101805087621965,23
"Waterloo-Cedar Falls, IA Metro Area",-0.5147071382220337,-0.5147071382220337,,,,,,,,,,,,,,,2
"Watertown-Fort Drum, NY Metro Area",,,,,,,,,,,,,,,,,1
"Wausau-Weston, WI Metro Area",,,,,,,,,,,,,,,,,1
"Weirton-Steubenville, WV-OH Metro Area",-0.9540263167334462,-0.6685600390481444,-0.9540263167334467,,,,,,,,,,,,,,3
"Wenatchee, WA Metro Area",,,,,,,,,,,,,,,,,1
"Wheeling, WV-OH Metro Area",-0.8615707796905907,-0.7840863517363348,-0.8615707796905905,,,,,,,,,,,,,,3
"Wichita Falls, TX Metro Area",,,,,,,,,,,,,,,,,1
"Wichita, KS Metro Area",-1.4311228274454173,-0.469304594076986,-0.6903346617863081,-0.9160525802258056,-1.1664688149645146,-1.4311228274454195,,,,,,,,,,-0.6918972786963665,6
"Williamsport, PA Metro Area",,,,,,,,,,,,,,,,,1
"Wilmington, NC Metro Area",-0.4358536286955753,-0.4358536286955753,,,,,,,,,,,,,,,2
"Winchester, VA-WV Metro Area",,,,,,,,,,,,,,,,,1
"Winston-Salem, NC Metro Area",,,,,,,,,,,,,,,,,1
"Worcester, MA-CT Metro Area",,,,,,,,,,,,,,,,,1
"Yakima, WA Metro Area",-0.41174811852323745,-0.41174811852323745,,,,,,,,,,,,,,,2
"York-Hanover, PA Metro Area",,,,,,,,,,,,,,,,,1
"Youngstown-Warren-Boardman, OH-PA Metro Area",-2.810424524818611,-0.7254138062127918,-1.0579392942749037,-1.4034234951594402,-1.7562476178564994,-2.109965312507616,-2.469960770104104,-2.810424524818611,,,,,,,,-1.062258865215712,8
"Yuba City, CA Metro Area",-0.6871535168657192,-0.6871535168657192,,,,,,,,,,,,,,,2
"Yuma, AZ Metro Area",-0.46850122765279845,-0.46850122765279845,,,,,,,,,,,,,,,2
